CFM7.0 Fault Object Name,Fault Area/Major Fault System,Code,Fault Zone/Region,Code,Fault Section,Code,Fault Name,Source/Author,Last Update,wAvgStrike,wAvgDip,TotalArea(km^2),Exposure,Slip Sense,ID Comments,USGS ID,Fault Strand/Model Description,References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-CGVT-PNCH-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Central Great Valley Thrust System,CGVT,Panoche Hills,PNCH,Great Valley thrust (Panoche Hills),HRVD,CFM7,154,13,589.73,blind,r,,,NSHM rectangle extended into basin,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-CGVT-QNTO-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Central Great Valley Thrust System,CGVT,Quinto,QNTO,Great Valley thrust (San Joaquin central),HRVD,CFM7,161,13,1116.2,blind,r,,,NSHM rectangle extended into basin,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-KRCS-KRCN-Kern_Canyon_fault-CFM5,Great Valley Fault Area,GVFA,Kern Canyon fault system,KRCS,Kern Canyon,KRCN,Kern Canyon fault,CMDT,CFM5,6,62,2058.29,surface,orln,,494,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-KRCS-LISA-Lake_Isabella_lineament-CFM2,Great Valley Fault Area,GVFA,Kern Canyon fault system,KRCS,Lake Isabella,LISA,Lake Isabella lineament,HRVD,CFM2,10,90,840.55,blind,rlss,,missing,relocated seismicity,"Hauksson et al., 2012+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-ANTV-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Antelope Valley,ANTV,Great Valley thrust (Antelope Valley),HRVD,CFM7,186,13,766.08,blind,r,,,NSHM rectangle extended into basin,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-DNGH-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Dunnigan Hills,DNGH,Great Valley thrust (Dunnigan Hills),HRVD,CFM7,142,88,84.92,surface,r,,,fault above potential Great Valley thrust segment,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-ELKC-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Elk Creek,ELKC,Great Valley thrust (Elk Creek),HRVD,CFM7,180,18,494.44,blind,r,,,based on reflection seismic,Unruh et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-FNKS-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Funks,FNKS,Great Valley thrust (Funks),HRVD,CFM7,158,13,309.25,blind,r,,,based on reflection seismic,Unruh et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-MYSR-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Mysterious Ridge,MYSR,Great Valley thrust (Bald Mountain),HRVD,CFM7,158,13,1502.78,blind,r,,,NSHM rectangle extended into basin,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-ORLN-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Orland,ORLN,Great Valley thrust (Orland),HRVD,CFM7,158,20,258.94,blind,r,,,based on reflection seismic,Unruh et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-SLTL-Salt_Lake_Extension-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Salt Lake,SLTL,Salt Lake fault extension,HRVD,CFM7,351,26,320.9,blind,r,,,"backthrust, extended to North",Unruh et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-SLTL-Salt_Lake-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Salt Lake,SLTL,Salt Lake fault,HRVD,CFM7,357,23,370.09,surface,r,,,"based on reflection seismic, backthrust",Unruh et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-NGVT-WLLW-Great_Valley-CFM7,Great Valley Fault Area,GVFA,Northern Great Valley Thrust System,NGVT,Willow,WLLW,Great Valley thrust (Willow),HRVD,CFM7,174,14,235.62,blind,r,,,based on reflection seismic,Unruh et al. (2004),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-PLFZ-MULT-Pleito_fault-CFM2,Great Valley Fault Area,GVFA,Pleito fault zone,PLFZ,Multiple sections,MULT,Pleito fault,HRVD,CFM2,92,45,760.36,surface,r,,76a-b,,Medwedeff 1992; Namson & Davis 1988 (GSA Bull.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-TDRS-COAL-Coalinga_blind_fault-CFM2,Great Valley Fault Area,GVFA,Temblor-Diablo Range thrust system,TDRS,Coalinga,COAL,Coalinga blind fault,HRVD,CFM2,138,10,499.84,blind,orlr,,missing,,Guzofski et al. 2007 (JGR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-TDRS-KTLM-Kettleman_Hills_blind_fault_North_Dome-CFM2,Great Valley Fault Area,GVFA,Temblor-Diablo Range thrust system,TDRS,Kettleman Hills,KTLM,Kettleman Hills blind fault,HRVD,CFM2,127,17,352.73,blind,orlr,,missing,North Dome,Guzofski et al. 2007 (JGR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-TDRS-LSTH-Lost_Hills_blind_fault-CFM2,Great Valley Fault Area,GVFA,Temblor-Diablo Range thrust system,TDRS,Lost Hills,LSTH,Lost Hills blind fault,HRVD,CFM2,144,29,171.31,blind,orlr,,missing,,Guzofski et al. 2007 (JGR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-WWFZ-MULT-White_Wolf_fault-CFM5,Great Valley Fault Area,GVFA,White Wolf fault zone,WWFZ,Multiple sections,MULT,White Wolf fault,UCSB,CFM5,57,68,2113.2,surface,ollr,,74,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Bawden, 2001; Goodman and Malin, 1992; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVFA-WWFZ-NEST-Scodie_Lineament-CFM5,Great Valley Fault Area,GVFA,White Wolf fault zone,WWFZ,North-Eastern,NEST,Scodie Lineament,UCSB,CFM5,41,85,205.66,blind,ollr,proposed 74c,74c,relocated seismicity,"Hauksson et al., 2012+updates; Nicholson et al., 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT: KLAMATH MOUNTAINS AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-CDMZ-CDMT-West_Cedar_Mountain-CFM7,Klamath Mountains Fault Area,KLMT,Cedar Mountain fault zone,CDMZ,"Cedar Mountain, west",CDMT,West Cedar Mountain fault,HRVD,CFM7,347,60,743.68,surface,n,4,2b,"normal fault, needs Mahogany section","Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-GLBC-GLLM-Gillem-CFM7,Klamath Mountains Fault Area,KLMT,Gillem-Bigcrack fault system,GLBC,Gillem Bluff,GLLM,Gillem fault,HRVD,CFM7,7,60,449.63,surface,n,,,"normal fault, maybe volcanic fracture","Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-HCMF-HCRM-Hat_Creek-CFM7,Klamath Mountains Fault Area,KLMT,Hat Creek-Mayfield fault zone,HCMF,Hat Creek Rim,HCRM,Hat Creek fault,HRVD,CFM7,164,60,501.48,surface,n,,,long fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-HCMF-MAYF-Mayfield-CFM7,Klamath Mountains Fault Area,KLMT,Hat Creek-Mayfield fault zone,HCMF,Mayfield,MAYF,Mayfield fault,HRVD,CFM7,162,61,359.62,surface,n,,,"normal fault, long","Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-HCMF-MCAR-McArthur-CFM7,Klamath Mountains Fault Area,KLMT,Hat Creek-Mayfield fault zone,HCMF,McArthur,MCAR,McArthur fault,HRVD,CFM7,171,60,648.43,surface,n,,,"normal fault, long","Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-HCMF-PTVL-Pittville-CFM7,Klamath Mountains Fault Area,KLMT,Hat Creek-Mayfield fault zone,HCMF,Pittville,PTVL,Pittville fault,HRVD,CFM7,168,60,433.31,surface,n,,,,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-HCMF-RCKL-Rocky_Ledge-CFM7,Klamath Mountains Fault Area,KLMT,Hat Creek-Mayfield fault zone,HCMF,Rocky Ledge,RCKL,Rocky Ledge fault,HRVD,CFM7,179,57,186.27,surface,n,,,,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-KLGR-KLFE-South_Klamath_Lake_east-CFM7,Klamath Mountains Fault Area,KLMT,Klamath Graben fault system,KLGR,Klamath Falls east,KLFE,South Klamath Lake fault (east),HRVD,CFM7,159,60,498.7,surface,n,,,normal fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-KLGR-KLFW-South_Klamath_Lake_west-CFM7,Klamath Mountains Fault Area,KLMT,Klamath Graben fault system,KLGR,Klamath Falls west,KLFW,South Klamath Lake fault (west),HRVD,CFM7,340,59,619.99,surface,n,,,normal fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-LKFZ-LKLY-Likely-CFM7,Klamath Mountains Fault Area,KLMT,Likely fault zone,LKFZ,Likely,LKLY,Likely fault,HRVD,CFM7,323,90,969.58,surface,rlss,,,strike slip fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-SVGL-GSLK-Goose_Lake-CFM7,Klamath Mountains Fault Area,KLMT,Surprise Valley-Goose Lake fault zone,SVGL,Goose Lake,GSLK,Goose Lake fault,HRVD,CFM7,169,59,664.19,surface,n,,,combine with Surprise Valley to fault zone ?,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLMT-SVGL-SRPV-Surprise_Valley-CFM7,Klamath Mountains Fault Area,KLMT,Surprise Valley-Goose Lake fault zone,SVGL,Surprise Valley,SRPV,Surprise Valley fault,HRVD,CFM7,358,60,1041.93,surface,n,,,normal fault,"Qfaults, USGS (2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA: MOJAVE FAULT AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-BWFZ-MULT-Blackwater_fault-CFM5,Mojave Fault Area,MJVA,Blackwater fault zone,BWFZ,Multiple sections,MULT,Blackwater fault,UCSB,CFM5,144,86,513.43,surface,rlss,,113,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CHFZ-MULT-Calico_Hidalgo_fault-CFM5,Mojave Fault Area,MJVA,Calico-Hildalgo fault zone,CHFZ,Multiple sections,MULT,Calico-Hildalgo fault,UCSB,CFM5,322,85,1769.24,surface,rlss,,121a-c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CHFZ-WCLS-West_Calico_FaultA_fault-CFM5,Mojave Fault Area,MJVA,Calico-Hildalgo fault zone,CHFZ,West Calico section,WCLS,West Calico fault,CMDT,CFM5,152,87,521.34,surface,rlss,,121b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CREC-CMPR-Camp_Rock_fault-CFM5,Mojave Fault Area,MJVA,Camp Rock-Emerson-Copper Mountain fault zone,CREC,Camp Rock,CMPR,Camp Rock fault,UCSB,CFM5,312,90,459.42,surface,rlss,,114a,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CREC-CPMT-Copper_Mountain_fault-CFM5,Mojave Fault Area,MJVA,Camp Rock-Emerson-Copper Mountain fault zone,CREC,Copper Mountain,CPMT,Copper Mountain fault,UCSB,CFM5,140,87,132.97,surface,rlss,,114c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CREC-EMRS-Emerson_fault-CFM5,Mojave Fault Area,MJVA,Camp Rock-Emerson-Copper Mountain fault zone,CREC,Emerson,EMRS,Emerson fault,UCSB,CFM5,148,87,459.06,surface,rlss,,114b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CREC-EMRS-Galway_Lake_fault-CFM2,Mojave Fault Area,MJVA,Camp Rock-Emerson-Copper Mountain fault zone,CREC,Emerson,EMRS,Galway Lake fault,HRVD,CFM2,168,90,140.47,surface,rlss,,114b,,"Bryant 2005+updates; Hauksson et al., 2012+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CREC-EMRS-North_Emerson_fault-CFM3,Mojave Fault Area,MJVA,Camp Rock-Emerson-Copper Mountain fault zone,CREC,Emerson,EMRS,North Emerson fault,HRVD,CFM3,323,90,568.63,surface,rlss,,114b,,"Pollitz & Stacks 2002 (BSSA), Bryant 2005+updates, Hauksson et al., 2012+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-BCYL-Bicycle_Lake_fault-CFM5,Mojave Fault Area,MJVA,Cross Faults,CRSF,Bicycle Lake,BCYL,Bicycle Lake fault,UCSB,CFM5,276,90,249.93,surface,llss,,357,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-BCYL-Bitter_Springs_fault-CFM5,Mojave Fault Area,MJVA,Cross Faults,CRSF,Bicycle Lake,BCYL,Bitter Springs fault,UCSB,CFM5,69,88,134.52,surface,llss,,477,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-CADY-Cady_fault-CFM5,Mojave Fault Area,MJVA,Cross Faults,CRSF,Cady,CADY,Cady fault,UCSB,CFM5,90,88,286.63,surface,llss,,345,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-CYTL-Coyote_Lake_fault-CFM5,Mojave Fault Area,MJVA,Cross Faults,CRSF,Coyote Lake,CYTL,Coyote Lake fault,CMDT,CFM5,74,88,593.56,surface,llss,,354,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-GNTM-Granite_Mountains_fault_west-CFM5,Mojave Fault Area,MJVA,Cross Faults,CRSF,Granite Mountains,GNTM,Granite Mountains fault-west,UCSB,CFM5,126,90,253.19,surface,rlss,,467,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-GNTM-McLean_Lake_Drinkwater_Lake_fault-CFM5,Mojave Fault Area,MJVA,Cross Faults,CRSF,Granite Mountains,GNTM,McLean Lake-Drinkwater Lake fault,UCSB,CFM5,94,89,766.87,surface,llss,,467,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-GNTM-Nelson_Lake_fault-CFM6,Mojave Fault Area,MJVA,Cross Faults,CRSF,Granite Mountains,GNTM,Nelson Lake fault,UCSB,CFM6,92,84,584.68,surface,llss,,467,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-MANX-Manix_fault-CFM5,Mojave Fault Area,MJVA,Cross Faults,CRSF,Manix,MANX,Manix fault,UCSB,CFM5,250,87,523.49,surface,llss,,344,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-CRSF-TFMT-Coyote_Canyon_fault-CFM5,Mojave Fault Area,MJVA,Cross Faults,CRSF,Tiefort Mountains,TFMT,Coyote Canyon fault,UCSB,CFM5,274,89,592.45,surface,llss,,362,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-ECSZ-1992-Barstow_Trend-CFM6,Mojave Fault Area,MJVA,Eastern California shear zone,ECSZ,Landers rupture,1992,Landers-Barstow trend,CMDT,CFM6,341,90,114.44,blind,rlss,,missing,relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-ECSZ-1992-Landers_cross_fault_North_I-CFM6,Mojave Fault Area,MJVA,Eastern California shear zone,ECSZ,Landers cross faults,1992,Landers cross fault-north-I,CMDT,CFM6,80,77,112.27,blind,llss,,missing,relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-ECSZ-1992-Landers_cross_fault_North_II-CFM6,Mojave Fault Area,MJVA,Eastern California shear zone,ECSZ,Landers cross faults,1992,Landers cross fault-north-II,CMDT,CFM6,269,89,199.25,blind,llss,,missing,relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-GLPS-GLDS-Goldstone_Lake_fault-CFM5,Mojave Fault Area,MJVA,Goldstone Lake-Paradise fault system,GLPS,Goldstone Lake,GLDS,Goldstone Lake fault,UCSB,CFM5,141,88,577.2,surface,rlss,,355,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-GLPS-PRDS-Paradise_fault-CFM5,Mojave Fault Area,MJVA,Goldstone Lake-Paradise fault system,GLPS,Paradise,PRDS,Paradise fault,UCSB,CFM5,169,85,436.35,surface,rlss,,355,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-HPFZ-GVHS-Gravel_Hills_fault_nw-CFM5,Mojave Fault Area,MJVA,Harper fault zone,HPFZ,Gravel Hills,GVHS,Gravel Hills fault-nw,CMDT,CFM5,302,90,101.81,surface,rlss,,112,nw splay; relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-HPFZ-GVHS-Harper_Valley_fault-CFM5,Mojave Fault Area,MJVA,Harper fault zone,HPFZ,Gravel Hills,GVHS,Harper Valley fault,CMDT,CFM5,320,87,78.53,surface,rlss,,112,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-HPFZ-HPVS-Harper_Valley_Mt_General_fault-CFM5,Mojave Fault Area,MJVA,Harper fault zone,HPFZ,Harper Valley,HPVS,Harper Valley-Mt General fault,CMDT,CFM5,318,89,373.31,surface,rlss,Proposed 343a+b,343,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-HPFZ-MULT-Gravel_Hills_Harper_Lake_fault-CFM5,Mojave Fault Area,MJVA,Harper fault zone,HPFZ,Gravel Hills-Harper Lake,MULT,Gravel Hills-Harper Lake fault,UCSB,CFM5,311,88,685.67,surface,rlss,,112,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-HSLZ-MULT-Helendale_South_Lockhart_fault-CFM5,Mojave Fault Area,MJVA,Helendale-South Lockhart fault zone,HSLZ,Multiple sections,MULT,Helendale-South Lockhart fault,UCSB,CFM5,320,87,1803.55,surface,rlss,,110a-c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-HSLZ-SBMT-Pipes_Canyon_fault_north_extension-CFM6,Mojave Fault Area,MJVA,Helendale-South Lockhart fault zone,HSLZ, Eastern San Bernardino Mtns,SBMT,Pipes Canyon-north-extension,UCSB,CFM6,129,86,139.92,surface,rlss,proposed 320a,320,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-HSLZ-SBMT-Pipes_Canyon_fault-CFM5,Mojave Fault Area,MJVA,Helendale-South Lockhart fault zone,HSLZ, Eastern San Bernardino Mtns,SBMT,Pipes Canyon,UCSB,CFM5,145,85,267.89,surface,rlss,proposed 320b,320,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-HSLZ-SBMT-Southern_Helendale_fault-CFM5,Mojave Fault Area,MJVA,Helendale-South Lockhart fault zone,HSLZ, Eastern San Bernardino Mtns,SBMT,Southern Helendale fault,UCSB,CFM5,131,82,409.36,surface,rlss,,110c,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-JVHZ-HMSV-Homestead_Valley_fault-CFM3,Mojave Fault Area,MJVA,Johnson Valley-Homestead Valley fault zone,JVHZ,Homestead Valley,HMSV,Homestead Valley fault,HRVD,CFM3,332,90,390.53,surface,rlss,,116,,"Pollitz & Stacks 2002 (BSSA), Bryant 2005+updates, Hauksson et al., 2012+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-JVHZ-MULT-Johnson_Valley_fault-CFM5,Mojave Fault Area,MJVA,Johnson Valley-Homestead Valley fault zone,JVHZ,North-South Johnson Valley,MULT,Johnson Valley fault,CMDT,CFM5,149,90,842.46,surface,rlss,,115a-b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2014; Nicholson et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-JVHZ-SJVS-Kickapoo_fault-CFM3,Mojave Fault Area,MJVA,Johnson Valley-Homestead Valley fault zone,JVHZ,Southern Johnson Valley,SJVS,Kickapoo fault,HRVD,CFM3,188,90,89.34,surface,rlss,,115b,,"Pollitz & Stacks 2002 (BSSA), Bryant 2005+updates, Hauksson et al., 2012+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-LCLZ-CLGL-Cleghorn_Lake_fault-CFM5,Mojave Fault Area,MJVA,Ludlow-Cleghorn Lake fault zone,LCLZ,Cleghorn Lake,CLGL,Cleghorn Lake fault,CMDT,CFM5,152,85,234.72,surface,rlss,,349,in CFM5-Mojave Gocad project,"Bryant, 2005+updates; Hauksson et al., 2012+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-LCLZ-LDLW-Ludlow_fault-CFM5,Mojave Fault Area,MJVA,Ludlow-Cleghorn Lake fault zone,LCLZ,Ludlow,LDLW,Ludlow fault,UCSB,CFM5,329,89,794.55,surface,rlss,,346,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-LLBM-MULT-Lavic_Lake_North_West_Bullion_fault_splay-CFM5,Mojave Fault Area,MJVA,Lavic Lake-Bullion Mountains fault zone,LLBM,Multiple sections,MULT,Lavic Lake-North West Bullion fault splay,HRVD,CFM5,352,89,254.95,surface,rlss,,,part of the 1999 Hector Mine Rupture,"Pollitz & Stacks 2002 (BSSA), Bryant 2005+updates, Hauksson et al., 2012+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-LLBM-MULT-Lavic_Lake_North_West_Bullion_fault-CFM3,Mojave Fault Area,MJVA,Lavic Lake-Bullion Mountains fault zone,LLBM,Multiple sections,MULT,Lavic Lake-North West Bullion fault,HRVD,CFM3,335,83,476.28,surface,rlss,,351+122d,incl. North West Bullion,"Pollitz & Stacks 2002 (BSSA), Bryant 2005+updates, Hauksson et al., 2012+updates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-LLBM-NBMS-Bullion_Mountains_fault-CFM6,Mojave Fault Area,MJVA,Lavic Lake-Bullion Mountains fault zone,LLBM,Northern Bullion Mountains,NBMS,Bullion Mountains fault,UCSB,CFM6,320,90,191.37,surface,rlss,,350,Qfaults + relocated seismicity,"Bryant et al., 2005+updates; Hauksson et al., 2012+updates; Plesch et al., 2015; Nicholson, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJVA-LWLZ-MULT-Lenwood_Lockhart_fault-CFM5,Mojave Fault Area,MJVA,Lenwood-Lockhart fault zone,LWLZ,Multiple sections,MULT,Lenwood-Lockhart fault,UCSB,CFM5,134,85,2794.49,surface,orlr,,111a-b,Qfaults + relocated seismicity,"Bryant, 2005+updates; Hauksson et al., 2012+updates; Nicholson et al., 2014; Plesch et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
